date,min_relative_humidity_v,max_relative_humidity_v,min_temperature_v,max_temperature_v,precipitation_v
1982-07-04,57.83,90.86,11.93,20.49,1.6
1982-07-03,57.9,90.84,11.85,20.32,1.59
1982-07-02,57.67,90.77,11.75,20.25,1.61
1982-07-01,57.59,90.78,11.62,20.15,1.6
1982-06-30,57.35,90.87,11.54,20.05,1.55
1982-06-29,57.36,90.88,11.49,19.91,1.59
1982-06-28,57.45,90.88,11.45,19.82,1.66
1982-06-27,57.35,90.81,11.37,19.77,1.52
1982-06-26,57.2,90.7,11.32,19.68,1.52
1982-06-25,57.12,90.75,11.29,19.64,1.5
1982-06-24,57.09,90.83,11.28,19.6,1.55
1982-06-23,57.23,90.76,11.26,19.55,1.61
1982-06-22,57.27,90.76,11.23,19.5,1.7
1982-06-21,57.2,90.69,11.2,19.5,1.69
1982-06-20,57.16,90.67,11.13,19.46,1.73
1982-06-19,57.05,90.5,11.09,19.43,1.63
1982-06-18,56.95,90.48,11.02,19.4,1.56
1982-06-17,56.96,90.47,10.98,19.35,1.55
1982-06-16,56.97,90.46,10.96,19.32,1.51
1982-06-15,57.33,90.4,10.86,19.22,1.63
1982-06-14,57.55,90.33,10.81,19.13,1.6
1982-06-13,57.55,90.29,10.78,19.09,1.64
1982-06-12,57.59,90.34,10.72,19.04,1.64
1982-06-11,58.1,90.44,10.63,18.91,1.75
1982-06-10,58.14,90.33,10.55,18.79,1.72
1982-06-09,58.16,90.31,10.46,18.72,1.72
1982-06-08,58.04,90.38,10.37,18.71,1.7
1982-06-07,57.92,90.33,10.25,18.63,1.67
1982-06-06,57.69,90.3,10.14,18.54,1.72
1982-06-05,57.6,90.25,10.07,18.48,1.75
1982-06-04,57.4,90.25,9.95,18.44,1.74
1982-06-03,57.09,90.12,9.86,18.38,1.71
1982-06-02,56.96,90.13,9.74,18.27,1.72
1982-06-01,56.82,90.19,9.62,18.16,1.73
1982-05-31,56.7,90.2,9.52,18.06,1.65
1982-05-30,56.63,90.26,9.39,17.97,1.69
1982-05-29,56.51,90.25,9.23,17.83,1.65
1982-05-28,56.43,90.17,9.12,17.7,1.67
1982-05-27,56.1,90.14,9.02,17.66,1.61
1982-05-26,55.84,90.05,8.94,17.59,1.65
1982-05-25,55.6,90.05,8.81,17.52,1.69
1982-05-24,55.48,90.04,8.7,17.4,1.63
1982-05-23,55.48,90.03,8.61,17.33,1.56
1982-05-22,55.77,89.96,8.55,17.24,1.62
1982-05-21,55.81,89.91,8.42,17.12,1.6
1982-05-20,55.78,89.94,8.34,17.01,1.69
1982-05-19,55.75,90.02,8.27,16.91,1.68
1982-05-18,55.88,89.99,8.17,16.81,1.62
1982-05-17,55.99,89.9,8.12,16.67,1.64
1982-05-16,55.84,89.78,8.05,16.64,1.56
1982-05-15,55.9,89.8,8,16.55,1.56
1982-05-14,55.95,89.84,7.88,16.5,1.56
1982-05-13,56.13,90.02,7.73,16.4,1.61
1982-05-12,56.1,89.94,7.61,16.23,1.63
1982-05-11,56.18,90.03,7.41,16.08,1.54
1982-05-10,56.49,90.07,7.31,15.87,1.57
1982-05-09,56.68,90.07,7.2,15.66,1.72
1982-05-08,56.63,90.17,7.08,15.5,1.79
1982-05-07,56.34,90.18,6.97,15.41,1.7
1982-05-06,56.24,90.14,6.9,15.33,1.71
1982-05-05,56.35,90.09,6.79,15.21,1.71
1982-05-04,56.61,90.06,6.68,15.09,1.77
1982-05-03,56.61,90.03,6.57,14.99,1.74
1982-05-02,56.56,90.13,6.41,14.86,1.71
1982-05-01,56.66,90.17,6.24,14.68,1.76
1982-04-30,56.55,90.23,6.12,14.56,1.76
1982-04-29,56.74,90.41,6.06,14.37,1.89
1982-04-28,56.73,90.37,5.95,14.21,1.87
1982-04-27,56.77,90.54,5.84,14.06,1.88
1982-04-26,57.1,90.63,5.77,13.88,2
1982-04-25,57.24,90.71,5.64,13.73,2
1982-04-24,57.31,90.8,5.5,13.6,1.9
1982-04-23,57.56,90.86,5.36,13.44,1.89
1982-04-22,57.85,90.83,5.25,13.22,1.92
1982-04-21,58.23,90.84,5.14,13.04,2.02
1982-04-20,58.21,90.96,5.07,12.9,2.02
1982-04-19,58.2,91.06,4.93,12.77,2.14
1982-04-18,58.14,91.15,4.85,12.62,2.22
1982-04-17,58.26,91.15,4.77,12.54,2.26
1982-04-16,58.26,91.29,4.76,12.48,2.32
1982-04-15,58.49,91.28,4.67,12.36,2.44
1982-04-14,58.16,91.08,4.49,12.31,2.26
1982-04-13,58.07,91.1,4.4,12.22,2.26
1982-04-12,58.41,91.1,4.39,12.2,2.25
1982-04-11,58.78,91.26,4.37,12.17,2.37
1982-04-10,58.73,91.2,4.3,12.11,2.29
1982-04-09,58.84,91.26,4.21,12.03,2.28
1982-04-08,58.95,91.32,4.16,11.95,2.3
1982-04-07,59.24,91.47,4.07,11.88,2.48
1982-04-06,59.29,91.72,4.03,11.84,2.53
1982-04-05,59.69,91.8,3.95,11.78,2.64
1982-04-04,60.14,91.89,3.87,11.65,2.71
1982-04-03,60.4,91.9,3.8,11.54,2.74
1982-04-02,60.68,91.89,3.74,11.43,2.76
1982-04-01,60.72,91.87,3.62,11.31,2.74
1982-03-31,60.41,91.82,3.51,11.21,2.66
1982-03-30,60.86,91.94,3.52,11.05,2.86
1982-03-29,61.17,92.04,3.48,10.96,3
1982-03-28,61.36,92.14,3.32,10.84,2.96
1982-03-27,60.96,92.06,3.17,10.73,2.87
1982-03-26,61.04,92.17,3.08,10.63,2.99
1982-03-25,61.03,92.17,3.03,10.56,3.03
1982-03-24,61.32,92.23,2.98,10.48,3.08
1982-03-23,61.46,92.43,3,10.43,3.02
1982-03-22,61.78,92.55,2.95,10.31,3.12
1982-03-21,62.05,92.6,2.86,10.16,3.11
1982-03-20,61.79,92.61,2.77,10.1,2.88
1982-03-19,62.1,92.65,2.66,10.02,2.98
1982-03-18,62.01,92.75,2.57,9.92,3.06
1982-03-17,62.35,92.8,2.51,9.82,3.13
1982-03-16,62.95,93.06,2.45,9.74,3.35
1982-03-15,63.58,93.22,2.36,9.65,3.39
1982-03-14,63.9,93.18,2.28,9.54,3.35
1982-03-13,63.91,93.19,2.2,9.41,3.41
1982-03-12,64.25,93.31,2.09,9.28,3.46
1982-03-11,64.54,93.4,1.92,9.1,3.57
1982-03-10,64.67,93.36,1.78,8.87,3.6
1982-03-09,64.39,93.17,1.65,8.73,3.56
1982-03-08,64.29,93,1.47,8.56,3.47
1982-03-07,64.28,93.06,1.35,8.46,3.41
1982-03-06,64.27,93.13,1.28,8.39,3.41
1982-03-05,64.75,93.15,1.24,8.31,3.7
1982-03-04,64.98,93.28,1.25,8.25,3.84
1982-03-03,65.46,93.37,1.22,8.21,3.94
1982-03-02,65.9,93.52,1.21,8.16,3.95
1982-03-01,65.98,93.54,1.18,8.11,3.72
1982-02-28,65.84,93.57,1.11,8.1,3.6
1982-02-27,66.05,93.6,1.1,8.06,3.56
1982-02-26,65.9,93.61,1.15,8.1,3.47
1982-02-25,66.4,93.71,1.24,8.16,3.51
1982-02-24,66.97,93.86,1.36,8.21,3.57
1982-02-23,67.56,94.23,1.45,8.28,3.87
1982-02-22,68.35,94.29,1.48,8.24,4.05
1982-02-21,68.65,94.34,1.58,8.24,4.22
1982-02-20,68.7,94.31,1.61,8.25,4.1
1982-02-19,69.36,94.4,1.65,8.21,4.15
1982-02-18,69.65,94.58,1.62,8.18,4.1
1982-02-17,70.07,94.67,1.59,8.09,3.95
1982-02-16,70.31,94.85,1.55,8.02,3.81
1982-02-15,70.4,94.77,1.52,7.97,3.71
1982-02-14,70.7,94.83,1.51,7.89,3.76
1982-02-13,71,95.02,1.55,7.84,3.93
1982-02-12,71.24,95.17,1.51,7.77,4.01
1982-02-11,71.58,95.2,1.47,7.69,4.11
1982-02-10,71.66,95.24,1.44,7.6,4.1
1982-02-09,71.8,95.26,1.36,7.49,4.2
1982-02-08,71.96,95.16,1.27,7.4,3.98
1982-02-07,71.97,95.37,1.22,7.37,3.9
1982-02-06,72.15,95.45,1.08,7.25,3.9
1982-02-05,72.34,95.26,0.92,7.05,3.99
1982-02-04,71.98,95.07,0.8,6.92,3.85
1982-02-03,71.83,94.77,0.71,6.81,3.71
1982-02-02,71.58,94.52,0.56,6.67,3.87
1982-02-01,71.65,94.35,0.47,6.5,3.83
1982-01-31,71.89,94.38,0.39,6.33,3.99
1982-01-30,72.22,94.32,0.33,6.17,4.27
1982-01-29,72.48,94.21,0.22,5.99,4.35
1982-01-28,72.77,94.14,0.17,5.88,4.42
1982-01-27,72.69,94.07,0.1,5.77,4.38
1982-01-26,72.7,93.94,-0.02,5.66,4.42
1982-01-25,72.41,93.79,-0.02,5.64,4.4
1982-01-24,72.53,93.84,-0.03,5.57,4.43
1982-01-23,72.93,93.87,0,5.51,4.54
1982-01-22,73.25,93.92,0.11,5.53,4.71
1982-01-21,73.95,94.29,0.19,5.57,4.87
1982-01-20,74.54,94.56,0.26,5.57,5.04
1982-01-19,74.91,94.8,0.28,5.56,5.31
1982-01-18,75.33,94.97,0.3,5.52,5.26
1982-01-17,75.22,94.96,0.29,5.52,5.53
1982-01-16,74.8,94.83,0.28,5.57,5.44
1982-01-15,74.65,94.86,0.28,5.59,5.31
1982-01-14,74.63,94.94,0.24,5.57,5.23
1982-01-13,74.69,94.97,0.19,5.51,5.15
1982-01-12,74.85,94.99,0.07,5.44,5.19
1982-01-11,74.72,94.91,0.04,5.35,5.1
1982-01-10,74.92,94.94,-0.09,5.22,5.05
1982-01-09,74.64,94.8,-0.17,5.14,5.21
1982-01-08,74.39,94.7,-0.29,5.08,5.16
1982-01-07,74.27,94.71,-0.43,5.03,4.93
1982-01-06,74.12,94.65,-0.5,5,4.7
1982-01-05,73.98,94.5,-0.56,4.95,4.64
1982-01-04,74.1,94.44,-0.56,4.95,4.54
1982-01-03,74.17,94.54,-0.55,5,4.52
1982-01-02,74.51,94.67,-0.46,5.06,4.45
1982-01-01,75.09,94.86,-0.38,5.09,4.7
1981-12-31,75.23,94.81,-0.29,5.17,4.78
1981-12-30,75.21,94.75,-0.15,5.27,4.95
1981-12-29,75.41,94.81,-0.04,5.38,5.13
1981-12-28,75.54,94.89,0.14,5.47,5.32
1981-12-27,75.87,94.97,0.32,5.64,5.46
1981-12-26,76.12,95.09,0.52,5.82,5.58
1981-12-25,76.49,95.25,0.68,5.96,5.6
1981-12-24,76.65,95.29,0.82,6.06,5.99
1981-12-23,76.74,95.3,0.96,6.16,6.1
1981-12-22,76.43,95.22,1.07,6.27,6.35
1981-12-21,76.4,95.26,1.19,6.42,6.47
1981-12-20,76.2,95.28,1.26,6.53,6.58
1981-12-19,76.03,95.27,1.37,6.64,6.59
1981-12-18,75.67,95.15,1.44,6.71,6.78
1981-12-17,75.54,95.08,1.46,6.77,6.76
1981-12-16,75.55,95.23,1.41,6.78,6.68
1981-12-15,75.45,95.24,1.41,6.77,6.65
1981-12-14,75.05,95.03,1.36,6.76,6.52
1981-12-13,74.88,94.81,1.27,6.72,6.42
1981-12-12,74.62,94.8,1.24,6.68,6.3
1981-12-11,74.24,94.6,1.22,6.69,6.17
1981-12-10,73.89,94.4,1.34,6.78,6.12
1981-12-09,73.97,94.43,1.44,6.88,5.77
1981-12-08,74.23,94.5,1.55,6.96,5.8
1981-12-07,74.68,94.62,1.6,7,5.78
1981-12-06,74.62,94.64,1.52,6.98,5.74
1981-12-05,74.57,94.68,1.51,6.99,5.67
1981-12-04,74.7,94.68,1.51,7,5.74
1981-12-03,74.55,94.7,1.46,7.01,5.41
1981-12-02,74.43,94.7,1.53,7.06,5.47
1981-12-01,74.32,94.64,1.63,7.16,5.46
1981-11-30,74.67,94.74,1.67,7.26,5.48
1981-11-29,74.62,94.86,1.74,7.37,5.54
1981-11-28,74.44,94.94,1.8,7.5,5.49
1981-11-27,74.01,94.82,1.87,7.68,5.41
1981-11-26,73.98,94.79,2,7.78,5.42
1981-11-25,74.17,94.94,1.94,7.8,5.46
1981-11-24,73.82,94.91,1.83,7.78,5.55
1981-11-23,73.51,94.77,1.78,7.81,5.36
1981-11-22,72.62,94.58,1.79,7.89,5.17
1981-11-21,72.45,94.49,1.93,8,5.04
1981-11-20,72.24,94.46,2.06,8.13,5
1981-11-19,71.87,94.27,2.22,8.29,4.82
1981-11-18,72.24,94.4,2.39,8.45,4.98
1981-11-17,72.21,94.41,2.56,8.62,4.77
1981-11-16,72.24,94.42,2.67,8.74,5.02
1981-11-15,71.8,94.31,2.82,8.91,4.74
1981-11-14,71.93,94.31,3.03,9.09,4.78
1981-11-13,72.17,94.44,3.23,9.26,4.67
1981-11-12,72.46,94.59,3.31,9.38,4.62
1981-11-11,72.34,94.79,3.34,9.56,4.66
1981-11-10,72.32,94.83,3.48,9.74,4.78
1981-11-09,72.25,94.85,3.65,9.96,4.64
1981-11-08,71.93,94.94,3.78,10.17,4.65
1981-11-07,72.21,95.05,3.97,10.36,4.67
1981-11-06,72.34,95.2,4.13,10.55,4.51
1981-11-05,72.7,95.31,4.28,10.73,4.67
1981-11-04,72.67,95.53,4.37,10.89,4.73
1981-11-03,72.41,95.52,4.42,11.06,4.75
1981-11-02,72.26,95.59,4.42,11.17,4.63
1981-11-01,72,95.64,4.51,11.31,4.38
1981-10-31,72.09,95.73,4.59,11.47,4.53
1981-10-30,72.09,95.88,4.63,11.6,4.56
1981-10-29,72.16,95.96,4.74,11.7,4.66
1981-10-28,72.3,96.01,4.89,11.83,4.77
1981-10-27,72.84,96.12,5.08,11.89,4.8
1981-10-26,72.93,96.18,5.2,12.02,4.68
1981-10-25,73.29,96.23,5.33,12.13,4.59
1981-10-24,73.64,96.34,5.39,12.24,4.59
1981-10-23,73.83,96.4,5.39,12.35,4.45
1981-10-22,73.6,96.42,5.45,12.52,4.37
1981-10-21,73.46,96.47,5.55,12.66,4.09
1981-10-20,73.74,96.47,5.71,12.78,4.04
1981-10-19,73.93,96.47,5.9,12.9,4.01
1981-10-18,74.02,96.47,6.08,13.06,4.03
1981-10-17,74.05,96.47,6.22,13.23,3.9
1981-10-16,73.89,96.41,6.39,13.37,3.88
1981-10-15,73.54,96.36,6.6,13.55,3.65
1981-10-14,73.43,96.28,6.74,13.74,3.63
1981-10-13,73.02,96.19,6.85,13.94,3.57
1981-10-12,72.33,96.03,6.88,14.12,3.43
1981-10-11,71.77,95.95,6.93,14.3,3.09
1981-10-10,71.18,95.91,7.05,14.49,3
1981-10-09,70.69,95.82,7.23,14.71,2.86
1981-10-08,70.39,95.67,7.47,14.89,2.85
1981-10-07,70.11,95.6,7.67,15.06,2.94
1981-10-06,69.87,95.49,7.84,15.22,3.03
1981-10-05,69.61,95.41,7.97,15.38,3.04
1981-10-04,69.08,95.39,8.04,15.58,2.92
1981-10-03,68.78,95.37,8.16,15.74,2.78
1981-10-02,68.63,95.35,8.26,15.91,2.64
1981-10-01,68.53,95.46,8.31,16.1,2.53
1981-09-30,68.61,95.44,8.38,16.22,2.57
1981-09-29,68.52,95.42,8.48,16.36,2.58
1981-09-28,68.55,95.5,8.59,16.51,2.43
1981-09-27,68.61,95.56,8.74,16.68,2.37
1981-09-26,68.67,95.6,8.94,16.81,2.49
1981-09-25,68.7,95.59,9.08,16.95,2.48
1981-09-24,68.55,95.49,9.22,17.07,2.56
1981-09-23,68.18,95.43,9.34,17.2,2.61
1981-09-22,68.11,95.4,9.43,17.33,2.62
1981-09-21,67.63,95.32,9.5,17.55,2.43
1981-09-20,67.22,95.32,9.56,17.73,2.36
1981-09-19,67.01,95.21,9.68,17.87,2.2
1981-09-18,66.65,95.15,9.75,18.02,2.23
1981-09-17,66.56,95.05,9.87,18.12,2.3
1981-09-16,66.01,94.83,10.02,18.29,2.16
1981-09-15,65.69,94.74,10.11,18.39,2.09
1981-09-14,65.19,94.59,10.21,18.53,1.9
1981-09-13,64.7,94.53,10.34,18.65,1.91
1981-09-12,64.27,94.46,10.49,18.84,1.89
1981-09-11,64.01,94.34,10.55,19.02,1.89
1981-09-10,63.54,94.17,10.64,19.17,1.88
1981-09-09,63.4,94.15,10.74,19.31,1.82
1981-09-08,63.51,94.18,10.8,19.39,1.86
1981-09-07,63.2,94.11,10.89,19.54,1.77
1981-09-06,63.15,94.07,10.97,19.6,1.81
1981-09-05,62.88,94.04,11.04,19.74,1.7
1981-09-04,62.91,94.1,11.13,19.81,1.78
1981-09-03,62.94,93.98,11.25,19.85,1.92
1981-09-02,62.51,93.9,11.33,19.94,1.88
1981-09-01,62.51,93.86,11.42,19.94,1.9
1981-08-31,62.24,93.75,11.55,20.06,1.88
1981-08-30,62.31,93.79,11.65,20.15,1.94
1981-08-29,62.53,93.75,11.75,20.24,1.92
1981-08-28,62.64,93.7,11.81,20.27,1.85
1981-08-27,62.35,93.57,11.92,20.37,1.83
1981-08-26,62.43,93.56,12.05,20.45,1.88
1981-08-25,62.34,93.5,12.12,20.51,1.92
1981-08-24,61.85,93.39,12.17,20.65,1.75
1981-08-23,61.82,93.3,12.26,20.68,1.88
1981-08-22,61.64,93.2,12.35,20.78,1.83
1981-08-21,61.67,92.99,12.45,20.82,1.88
1981-08-20,61.36,92.79,12.55,20.95,1.81
1981-08-19,61.12,92.72,12.63,21.12,1.75
1981-08-18,60.77,92.55,12.7,21.31,1.69
1981-08-17,60.31,92.38,12.76,21.55,1.6
1981-08-16,59.91,92.3,12.79,21.77,1.5
1981-08-15,59.42,92.12,12.87,21.93,1.35
1981-08-14,59.13,91.97,12.92,22.04,1.31
1981-08-13,58.76,91.78,12.96,22.14,1.27
1981-08-12,58.7,91.68,12.97,22.16,1.13
1981-08-11,58.67,91.64,12.99,22.21,1.08
1981-08-10,58.73,91.59,13.05,22.25,1.02
1981-08-09,58.57,91.51,13.07,22.3,0.95
1981-08-08,58.4,91.37,13.07,22.39,0.79
1981-08-07,57.97,91.25,13.08,22.51,0.77
1981-08-06,57.66,91.14,13.1,22.61,0.68
1981-08-05,57.55,90.98,13.09,22.67,0.65
1981-08-04,57.26,90.85,13.08,22.7,0.55
1981-08-03,57.27,90.82,13.06,22.68,0.54
1981-08-02,57.4,90.78,13.06,22.63,0.57
1981-08-01,57.65,90.64,13.08,22.53,0.61
1981-07-31,57.67,90.57,13.03,22.49,0.62
1981-07-30,57.44,90.48,12.99,22.48,0.57
1981-07-29,57.38,90.44,12.98,22.48,0.56
1981-07-28,57.17,90.42,12.96,22.51,0.65
1981-07-27,56.89,90.24,12.98,22.51,0.6
1981-07-26,56.45,90.07,12.96,22.57,0.56
1981-07-25,56.4,89.99,12.97,22.59,0.56
1981-07-24,56.25,90,12.97,22.57,0.57
1981-07-23,56.71,90.01,12.95,22.44,0.62
1981-07-22,56.83,90.07,12.95,22.37,0.65
1981-07-21,56.89,90.17,12.92,22.32,0.7
1981-07-20,57,90.19,12.87,22.27,0.7
1981-07-19,56.96,90.2,12.82,22.22,0.79
1981-07-18,57.06,90.31,12.78,22.15,0.94
1981-07-17,57.2,90.48,12.72,22.08,1.03
1981-07-16,57.28,90.51,12.74,22,1.12
1981-07-15,57.45,90.51,12.75,21.93,1.28
1981-07-14,57.39,90.51,12.69,21.89,1.27
1981-07-13,57.52,90.56,12.65,21.81,1.19
1981-07-12,57.51,90.66,12.58,21.72,1.32
1981-07-11,57.54,90.77,12.52,21.63,1.36
1981-07-10,57.76,90.86,12.44,21.51,1.52
1981-07-09,57.8,90.72,12.38,21.4,1.5
1981-07-08,57.54,90.7,12.29,21.32,1.49
1981-07-07,57.5,90.67,12.21,21.18,1.5
1981-07-06,57.47,90.71,12.11,21.01,1.47
1981-07-05,57.51,90.75,12.04,20.83,1.47
1981-07-04,57.81,90.89,11.96,20.61,1.53
1981-07-03,57.9,90.88,11.88,20.42,1.52
1981-07-02,57.67,90.8,11.78,20.33,1.54
1981-07-01,57.59,90.79,11.64,20.23,1.53
1981-06-30,57.34,90.85,11.56,20.13,1.47
1981-06-29,57.34,90.85,11.51,20,1.54
1981-06-28,57.37,90.81,11.47,19.92,1.6
1981-06-27,57.26,90.73,11.4,19.88,1.47
1981-06-26,57.15,90.6,11.36,19.81,1.47
1981-06-25,57,90.65,11.33,19.79,1.38
1981-06-24,56.96,90.72,11.33,19.75,1.43
1981-06-23,57.12,90.64,11.31,19.69,1.49
1981-06-22,57.19,90.63,11.28,19.64,1.57
1981-06-21,57.11,90.58,11.25,19.63,1.57
1981-06-20,57.04,90.55,11.19,19.59,1.57
1981-06-19,56.9,90.37,11.16,19.57,1.46
1981-06-18,56.8,90.32,11.09,19.53,1.4
1981-06-17,56.78,90.3,11.06,19.49,1.37
1981-06-16,56.78,90.27,11.03,19.46,1.31
1981-06-15,57.15,90.2,10.93,19.36,1.42
1981-06-14,57.34,90.14,10.88,19.26,1.4
1981-06-13,57.39,90.13,10.85,19.2,1.45
1981-06-12,57.39,90.18,10.79,19.15,1.43
1981-06-11,57.88,90.28,10.69,19.03,1.54
1981-06-10,57.99,90.17,10.61,18.9,1.56
1981-06-09,58.01,90.14,10.49,18.83,1.55
1981-06-08,57.9,90.23,10.4,18.81,1.53
1981-06-07,57.8,90.22,10.27,18.72,1.51
1981-06-06,57.61,90.17,10.13,18.61,1.56
1981-06-05,57.55,90.12,10.04,18.53,1.62
1981-06-04,57.36,90.11,9.91,18.46,1.62
1981-06-03,57.04,90.01,9.79,18.4,1.59
1981-06-02,56.97,90.02,9.66,18.28,1.63
1981-06-01,56.84,90.09,9.54,18.17,1.65
1981-05-31,56.69,90.1,9.43,18.05,1.58
1981-05-30,56.61,90.16,9.29,17.95,1.63
1981-05-29,56.48,90.13,9.14,17.81,1.59
1981-05-28,56.44,90.05,9.03,17.69,1.63
1981-05-27,56.1,90.01,8.93,17.63,1.58
1981-05-26,55.78,89.91,8.83,17.56,1.63
1981-05-25,55.48,89.9,8.71,17.49,1.67
1981-05-24,55.37,89.88,8.6,17.37,1.61
1981-05-23,55.36,89.85,8.53,17.31,1.54
1981-05-22,55.61,89.79,8.48,17.23,1.6
1981-05-21,55.6,89.74,8.37,17.13,1.59
1981-05-20,55.51,89.77,8.28,17.04,1.67
1981-05-19,55.48,89.84,8.22,16.94,1.65
1981-05-18,55.6,89.81,8.14,16.84,1.64
1981-05-17,55.7,89.74,8.11,16.7,1.71
1981-05-16,55.59,89.62,8.05,16.69,1.64
1981-05-15,55.67,89.63,7.99,16.6,1.64
1981-05-14,55.65,89.66,7.87,16.56,1.6
1981-05-13,55.79,89.85,7.73,16.46,1.65
1981-05-12,55.76,89.79,7.62,16.29,1.67
1981-05-11,55.9,89.87,7.45,16.15,1.59
1981-05-10,56.22,89.92,7.35,15.95,1.58
1981-05-09,56.4,89.94,7.24,15.75,1.72
1981-05-08,56.35,90.02,7.11,15.58,1.78
1981-05-07,56.05,90.02,6.99,15.46,1.69
1981-05-06,55.95,89.96,6.9,15.37,1.71
1981-05-05,56.02,89.9,6.8,15.24,1.71
1981-05-04,56.28,89.84,6.69,15.13,1.8
1981-05-03,56.31,89.83,6.59,15.05,1.72
1981-05-02,56.27,89.93,6.42,14.92,1.66
1981-05-01,56.39,90,6.25,14.75,1.71
1981-04-30,56.26,90.06,6.1,14.62,1.7
1981-04-29,56.45,90.24,6.03,14.43,1.81
1981-04-28,56.39,90.19,5.9,14.27,1.77
1981-04-27,56.46,90.36,5.75,14.12,1.76
1981-04-26,56.84,90.45,5.66,13.91,1.86
1981-04-25,57.03,90.56,5.55,13.74,1.92
1981-04-24,57.06,90.63,5.41,13.61,1.83
1981-04-23,57.33,90.71,5.27,13.45,1.83
1981-04-22,57.65,90.72,5.17,13.25,1.85
1981-04-21,58.1,90.76,5.08,13.08,1.95
1981-04-20,58.19,90.9,5.02,12.95,1.95
1981-04-19,58.15,91.01,4.89,12.84,2
1981-04-18,58.06,91.08,4.79,12.71,2.07
1981-04-17,58.15,91.09,4.7,12.62,2.1
1981-04-16,58.13,91.21,4.69,12.55,2.17
1981-04-15,58.38,91.22,4.62,12.44,2.27
1981-04-14,58.1,91.04,4.45,12.39,2.14
1981-04-13,58.11,91.09,4.38,12.3,2.17
1981-04-12,58.45,91.09,4.39,12.27,2.14
1981-04-11,58.74,91.25,4.38,12.26,2.23
1981-04-10,58.72,91.23,4.29,12.23,2.15
1981-04-09,58.83,91.3,4.2,12.15,2.13
1981-04-08,58.91,91.35,4.14,12.07,2.15
1981-04-07,59.2,91.48,4.05,11.99,2.32
1981-04-06,59.2,91.7,3.99,11.95,2.33
1981-04-05,59.52,91.8,3.9,11.9,2.4
1981-04-04,59.96,91.89,3.82,11.74,2.48
1981-04-03,60.2,91.9,3.74,11.61,2.52
1981-04-02,60.47,91.9,3.68,11.48,2.54
1981-04-01,60.54,91.85,3.56,11.35,2.51
1981-03-31,60.27,91.79,3.46,11.24,2.44
1981-03-30,60.74,91.9,3.46,11.07,2.64
1981-03-29,61.08,91.99,3.41,10.96,2.77
1981-03-28,61.29,92.11,3.26,10.83,2.77
1981-03-27,60.94,92.06,3.12,10.71,2.71
1981-03-26,61.05,92.16,3.02,10.59,2.82
1981-03-25,61.15,92.23,2.97,10.5,2.88
1981-03-24,61.46,92.3,2.93,10.41,2.93
1981-03-23,61.6,92.52,2.95,10.35,2.9
1981-03-22,61.95,92.65,2.89,10.22,3.02
1981-03-21,62.28,92.71,2.78,10.05,3.07
1981-03-20,62.08,92.73,2.69,9.97,2.87
1981-03-19,62.38,92.77,2.59,9.87,3
1981-03-18,62.28,92.87,2.49,9.76,3.12
1981-03-17,62.61,92.95,2.4,9.64,3.2
1981-03-16,63.2,93.24,2.32,9.54,3.43
1981-03-15,63.85,93.42,2.23,9.43,3.47
1981-03-14,64.15,93.39,2.13,9.31,3.44
1981-03-13,64.17,93.4,2.03,9.17,3.51
1981-03-12,64.51,93.53,1.9,9.02,3.58
1981-03-11,64.81,93.63,1.74,8.83,3.69
1981-03-10,64.82,93.53,1.58,8.6,3.71
1981-03-09,64.53,93.31,1.46,8.46,3.67
1981-03-08,64.38,93.12,1.27,8.29,3.58
1981-03-07,64.38,93.18,1.14,8.18,3.53
1981-03-06,64.35,93.26,1.08,8.1,3.51
1981-03-05,64.85,93.27,1.03,8.04,3.79
1981-03-04,65.04,93.4,1.02,7.99,3.87
1981-03-03,65.51,93.49,1,7.97,3.93
1981-03-02,65.94,93.63,1,7.93,3.95
1981-03-01,65.96,93.62,0.98,7.91,3.71
1981-02-28,65.76,93.64,0.91,7.91,3.57
1981-02-27,65.97,93.65,0.92,7.89,3.53
1981-02-26,65.79,93.64,0.96,7.94,3.44
1981-02-25,66.25,93.7,1.07,8.02,3.45
1981-02-24,66.78,93.82,1.19,8.07,3.47
1981-02-23,67.41,94.19,1.27,8.14,3.76
1981-02-22,68.16,94.25,1.31,8.11,3.88
1981-02-21,68.49,94.31,1.39,8.11,4.03
1981-02-20,68.51,94.27,1.42,8.12,3.88
1981-02-19,69.11,94.33,1.47,8.09,3.9
1981-02-18,69.45,94.52,1.49,8.08,3.85
1981-02-17,70.04,94.67,1.49,8,3.78
1981-02-16,70.44,94.85,1.48,7.95,3.71
1981-02-15,70.51,94.78,1.49,7.91,3.67
1981-02-14,70.83,94.83,1.49,7.85,3.74
1981-02-13,71.15,95.03,1.54,7.8,3.94
1981-02-12,71.37,95.19,1.52,7.73,4.02
1981-02-11,71.74,95.21,1.5,7.67,4.11
1981-02-10,71.8,95.24,1.48,7.58,4.13
1981-02-09,71.95,95.26,1.41,7.49,4.26
1981-02-08,72.09,95.16,1.34,7.4,4.14
1981-02-07,72.11,95.37,1.27,7.36,4.11
1981-02-06,72.27,95.45,1.12,7.23,4.13
1981-02-05,72.49,95.26,0.95,7.03,4.24
1981-02-04,72.13,95.08,0.8,6.89,4.1
1981-02-03,71.91,94.76,0.67,6.74,3.96
1981-02-02,71.52,94.45,0.5,6.59,4.04
